Species	PUL ID	Name	Modularity	Overlap IDs	Overlap Names
Bacteroides thetaiotaomicron WAL8669	#71181	Predicted PUL 17	GH105 PL42 GH43_24 GH16_3|GH43_24 unk SusD SusC unk unk unk HTCS GH154 unk GH43_34 GH127 unk unk SusD SusC unk unk unk GH29 GH97 GH43_10|CBM91 GH43_34|CBM32 GH97 HTCS GH31_4		
Bacteroides thetaiotaomicron WAL8669	#71221	Predicted PUL 57	GH154 unk SusC SusD GH30_6 unk GH130_1		
Bacteroides thetaiotaomicron WAL8713	#71119	Predicted PUL 45	GH35|CBM32 GH43_19 GH43_9|CBM91|GH43_19 GH43|GH51_2 GH31_4 HTCS GH97 GH43_34|CBM32 GH29 unk unk GH43_10|CBM91 GH97 unk GH127 GH43_34 unk GH154 HTCS unk unk unk SusC SusD unk GH16_3|GH43_24 GH43_24 PL42 GH105		
Bacteroides thetaiotaomicron WAL8713	#71123	Predicted PUL 49	HTCS GH2 GH105 SusC SusD unk unk GH154 unk Sulf_1 GH88 GH43_26|GH106 GH146		
Bacteroides thetaiotaomicron WAL8713	#71158	Predicted PUL 84	GH130_1 unk GH30_6 SusD SusC unk GH154		
Bacteroides thetaiotaomicron WH3	#21957	Predicted PUL 56	GH35|CBM32 GH43_19 GH51_2 GH31_4 HTCS unk GH97 unk GH127 GH43_34 unk GH154 HTCS unk SusC SusD unk GH16_3|GH43_24 GH43_24 PL42 GH105		
Bacteroides thetaiotaomicron WH3	#21971	Predicted PUL 70	GH130_1 GH30_6 SusD SusC unk unk GH154 unk unk unk GH43_18 SusD unk unk SusC SusC SusC Anti-σ ECF-σ		
Bacteroides uniformis An67	#35872	Predicted PUL 4	GH154 PL42 GH105 GH43_19|GH43_34 GH97 GH51_2 GH127 GH51_2 GH2 HTCS SusC SusD unk GH105|GH43_24 unk unk GH43_24|GH35|CBM32		
Bacteroides uniformis dnLKV2	#58259	Predicted PUL 32	GH43_24|GH35|CBM32 unk unk GH105|GH43_24 unk unk SusD SusC HTCS GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154		
Bacteroides uniformis VPI-3537	#70988	Predicted PUL 49	GH154 PL42 GH105 GH43_19|GH43_34 GH97 GH51_2 GH127 GH51_2 GH2 HTCS SusC SusD unk unk GH105|GH43_24 unk unk GH43_24|GH35|CBM32		
Bacteroides xylanisolvens An107	#36056	Predicted PUL 4	HTCS GH2 CE20|CE6 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105		
Bacteroides xylanisolvens An107	#36096	Predicted PUL 44	GH130_1 unk GH30_6 SusD SusC unk unk GH154		
Bacteroides xylanisolvens An109	#36157	Predicted PUL 10	HTCS GH2 CE20|CE6 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105		
Bacteroides xylanisolvens An109	#36165	Predicted PUL 18	GH154 unk unk SusC SusD GH30_6 unk GH130_1		
Bacteroides xylanisolvens AY11-1	#73667	Predicted PUL 70	GH105 GH154 GH154|Sulf_1 GH43_28 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 GH2 HTCS		
Bacteroides xylanisolvens BFG-319	#66837	Predicted PUL 90	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH154 GH105		
Bacteroides xylanisolvens BFG-514	#64904	Predicted PUL 46	GH35 GH43_19 GH51_2 GH97 unk SusC SusD unk HTCS unk GH127 GH43_34 GH154 GH43_24 PL42		
Bacteroides xylanisolvens CL03T12C04	#16297	Predicted PUL 29	GH154 unk unk unk unk SusC SusD GH30_6 unk GH130_1		
Bacteroides xylanisolvens CL03T12C04	#16335	Predicted PUL 67	HTCS GH2 CE20|CE6 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105		
Bacteroides xylanisolvens CL11T00C41	#51723	Predicted PUL 72	GH35|CBM32 GH43_19 GH51_2 GH97 unk unk SusC SusD unk HTCS unk GH127 GH43_34 GH154 GH43_24 PL42		
Bacteroides xylanisolvens H207	#39197	Predicted PUL 89	HTCS GH2 CE20|CE6 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105		
Bacteroides xylanisolvens NLAE-zl-C182	#5264	Predicted PUL 38	GH35|CBM32 GH43_19 GH51_2 GH97 HTCS SusC SusD SusC SusD unk GH16_3 GH16_3|GH43_24 GH154 GH43_24 PL42 GH105		
Bacteroides xylanisolvens NLAE-zl-C182	#5282	Predicted PUL 56	GH105 GH154 GH154|Sulf_1 GH43_28 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 GH2 HTCS		
Bacteroides xylanisolvens NLAE-zl-C202	#5338	Predicted PUL 11	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105		
Bacteroides xylanisolvens NLAE-zl-C202	#5371	Predicted PUL 44	GH35|CBM32 GH43_19 GH51_2 GH97 HTCS SusC SusD SusC SusD unk GH16_3 GH16_3|GH43_24 GH154 GH43_24 PL42 GH105		
Bacteroides xylanisolvens NLAE-zl-C29	#5439	Predicted PUL 15	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 Sulf_1 GH43_28 Sulf_1|GH154 GH154 GH105		
Bacteroides xylanisolvens NLAE-zl-C339	#5550	Predicted PUL 31	GH105 PL42 GH43_24 GH154 GH16_3|GH43_24 GH16_3 unk SusD SusC SusD SusC HTCS GH97 GH51_2 GH43_19 GH35|CBM32		
Bacteroides xylanisolvens NLAE-zl-C339	#5553	Predicted PUL 34	GH105 GH154 GH154|Sulf_1 GH43_28 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 GH2 HTCS		
Bacteroides xylanisolvens NLAE-zl-G310	#5857	Predicted PUL 38	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105		
Bacteroides xylanisolvens NLAE-zl-G339	#5766	Predicted PUL 46	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105		
Bacteroides xylanisolvens NLAE-zl-G421	#5643	Predicted PUL 23	GH105 GH154 GH154|Sulf_1 GH43_28 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 GH2 HTCS		
Bacteroides xylanisolvens NLAE-zl-H194	#17256	Predicted PUL 60	GH105 GH154 GH154|Sulf_1 GH43_28 Sulf_1 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 GH2 HTCS		
Bacteroides xylanisolvens NLAE-zl-P352	#12482	Predicted PUL 8	GH154 unk unk SusC SusD GH30_6 unk GH130_1 unk SusC SusD GH30_6 unk GH130_1		
Bacteroides xylanisolvens NLAE-zl-P352	#12567	Predicted PUL 93	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 Sulf_1 GH43_28 Sulf_1|GH154 GH154 GH105		
Bacteroides xylanisolvens NLAE-zl-P393	#12612	Predicted PUL 28	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 Sulf_1 GH43_28 Sulf_1|GH154 GH154 GH105		
Bacteroides xylanisolvens NLAE-zl-P393	#12650	Predicted PUL 66	GH154 unk unk SusC SusD GH30_6 unk GH130_1 unk SusC SusD GH30_6 unk GH130_1		
Bacteroides xylanisolvens NLAE-zl-P727	#12720	Predicted PUL 29	GH154 unk unk SusC SusD GH30_6 unk GH130_1 unk SusC SusD GH30_6 unk GH130_1		
Bacteroides xylanisolvens NLAE-zl-P727	#12734	Predicted PUL 43	GH105 GH154 GH154|Sulf_1 GH43_28 Sulf_1 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 GH2 HTCS		
Bacteroides xylanisolvens NLAE-zl-P732	#12839	Predicted PUL 40	GH154 unk unk SusC SusD GH30_6 unk GH130_1 unk SusC SusD GH30_6 unk GH130_1		
Bacteroides xylanisolvens NLAE-zl-P732	#12874	Predicted PUL 75	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 Sulf_1 GH43_28 Sulf_1|GH154 GH154 GH105		
Bacteroides xylanisolvens NLAE-zl-P736	#12918	Predicted PUL 12	GH130_1 unk GH30_6 SusD SusC unk GH130_1 unk GH30_6 SusD SusC unk unk GH154		
Bacteroides xylanisolvens NLAE-zl-P736	#12979	Predicted PUL 73	GH105 GH154 GH154|Sulf_1 GH43_28 Sulf_1 GH88|GH154 GH50 unk SusD SusC		
Bacteroides xylanisolvens SD CC 1b	#2013	Predicted PUL 1	GH105 GH154 GH154|Sulf_1 GH43_28 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 CE20 unk GH2		
Bacteroides xylanisolvens SD CC 1b	#2041	Predicted PUL 29	GH43_19 GH51_2 GH97 HTCS SusC SusD SusC SusD unk GH16_3 GH16_3|GH43_24 GH154 GH43_24 PL42 GH105		
Bacteroides xylanisolvens SD CC 2a	#1296	Predicted PUL 17	GH154|Sulf_1 GH43_28 GH88|GH154 GH50 unk SusD SusD SusC CBM|CBM|CBM96 CE20 CE20 GH2 unk unk		
Bacteroides xylanisolvens SD CC 2a	#1312	Predicted PUL 33	GH43_19 GH51_2 GH97 HTCS SusC SusD SusC SusD unk GH16_3 GH16_3|GH43_24 GH154 GH43_24 PL42 GH105		
Bacteroides xylanisolvens VIII-271A	#22235	Predicted PUL 5	PL42 GH43_24 GH154 GH43_34 GH127 unk HTCS unk SusD SusC unk GH97 GH51_2 GH43_19 GH35|CBM32 GH35		
Bacteroides zoogleoformans ATCC 33285	#20215	Predicted PUL 17	GH154 PL42 GH105 GH97 GH51_2 GH127 GH2 HTCS SusC SusD		
Chitinophaga skermanii DSM 23857	#42838	Predicted PUL 3	HTCS SusC SusD GH29 GH154 GH105		
Christiangramia flava JLT2011	#24515	Predicted PUL 19	GH43_19|GH43_34 GH105 GH154 GH2 PL42 GH43_17 GH2 GH30_4 SusC SusD unk SusD GH51_1 GH146 GH43_29 GH43_5 GH127 GH51_2 unk unk unk EPI unk unk GH27|CBM51	#24496	Lite 10
Christiangramia fulva SH35	#33209	Predicted PUL 9	GH43_37|CBM61 GH43_17 GH43_19|GH43_34 GH154 GH16_3 GH88 PL42 GH2 GH2 GH30_4 SusD SusC HTCS SusC SusD unk unk GH43_18|Pept_SC GH105 GH106 PL22_2 SusC SusD Sulf_1 unk SusC SusD unk unk SusC SusD SusC SusD unk PL26 unk unk unk GH105 unk unk GH28 GH159 Est GH2 GH115 GH2 GH43_19 CE12|CE12 GH2 CE12 CE20 GntR		
Draconibacterium halophilum M1	#43629	Predicted PUL 9	GH154 SusD SusC SusC		
Dysgonomonas capnocytophagoides DSM 22835	#13531	Predicted PUL 19	unk GH88 GH154 Pept_SC unk GH97 GH29 Est GH3 unk SusD SusC Anti-σ ECF-σ		
Dysgonomonas capnocytophagoides DSM 22835	#13537	Predicted PUL 25	PL42 GH154 GH105 GH2 SusC SusD HTCS		
Dysgonomonas capnocytophagoides SMU001	#75632	Predicted PUL 9	unk GH88 GH154 unk unk GH97 GH29 Est GH3 unk SusD SusC Anti-σ ECF-σ		
Dysgonomonas capnocytophagoides SMU001	#75658	Predicted PUL 35	HTCS SusD SusC GH2 GH105 GH154 PL42		
Dysgonomonas macrotermitis DSM 27370	#37790	Predicted PUL 1	GH154 GH105 PL42 unk GH97 GH13 unk unk SusD SusC SusR		
Dysgonomonas macrotermitis JCM 19375	#37535	Predicted PUL 1	GH154 GH105 PL42 unk GH97 GH13 unk unk SusD SusC SusR		
Dysgonomonas sp. HDW5A	#43980	Predicted PUL 11	HTCS GH2 GH105 GH154 SusD GH43_24 PL42 unk PL38|GH88 GH2|CBM unk SusD SusC		
Dysgonomonas sp. HDW5B	#43941	Predicted PUL 10	HTCS GH2 GH105 GH154 SusC SusD GH43_24 PL42		
Dysgonomonas sp. HGC4	#37632	Predicted PUL 26	unk GH2 EPI PL42 GH136|GH43_24 SusD SusC GH154 GH105 GH2 HTCS GH43_19|GH43_34		
Echinicola marina SCS 3-6	#57385	Predicted PUL 3	GH2 GH43_19|GH43_34 GH88 PL42 GH154 GH16_3 unk unk unk SusD SusC unk GH43_17 GH43_29 GH43_19 GH43_19 GH43_18 SusC SusD		
Echinicola soli LN3S3	#39205	Predicted PUL 3	GH2 GH43_19|GH43_34 GH88 PL42 GH154 unk SusD SusC unk GH43_17 GH43_29 GH43_19 GH43_19 GH43_18		
Echinicola strongylocentroti MEBiC08714	#34540	Predicted PUL 38	GH43_19|GH43_34 GH88 PL42 GH154 GH16_3 unk SusD SusC unk GH43_18		
Echinicola vietnamensis DSM 17526	#8314	Predicted PUL 4	GH2 GH43_19|GH43_34 GH88 PL42 GH154 GH16_3 unk SusD SusC unk GH43_17 GH43_29 GH43_19 GH43_19 GH43_18 GH43_29		
Flavisolibacter ginsenosidimutans Gsoil 636	#40132	Predicted PUL 19	GH2 GH154 GH88 GH35 SusD SusC HTCS		
Flavobacteriaceae bacterium HL-DH10	#75871	Predicted PUL 6	GH2 GH154 GH105 PL42 GH2 unk unk SusD SusC HTCS		
Flavobacterium commune PK15	#24335	Predicted PUL 18	HTCS unk SusC SusD GH30_4 GH2 GH2 GH30_4 GH2 GH27 GH43_19|GH43_34 GH154 GH28 unk GntR		
Flavobacterium crocinum HYN0056	#34712	Predicted PUL 26	HTCS GH43_10|CBM91 GH105 GH95 PL1_2 unk SusD SusC GH95 CE8 unk GH28 CE8 GH43_26 Pept_SE GH154 GH43_17 GH43_24 GH16_3 GH128 SusD SusC GH105 HTCS GH2 PL42 unk unk MFS GH88 GH146 GH97 unk PL43 GH43_10|CBM91 unk GH28 Pept_SE unk unk SusD SusC HTCS		
Flavobacterium daejeonense DSM 17708	#11845	Predicted PUL 18	GH2 HTCS GH154 GH105 Pept_SK SusC SusD unk unk GH16_10 GH43_24 unk unk GH78 GH2 GH154		
Flavobacterium denitrificans DSM 15936	#14308	Predicted PUL 13	GH154 GH43_17 GH43_24 GH16_3 SusD SusC GH105 GH154 HTCS GH2		
Flavobacterium gilvum EM1308	#29417	Predicted PUL 16	unk Sulf_1 GH92 Est GH154 PL30 GH3 GH120 GH117 GH95 GH35 CE20 PL29 GH88 SusD SusC unk Sulf_1 PL29 GH88		
Flavobacterium sp. ASV13	#20105	Predicted PUL 32	GH2 HTCS GH154 GH105 SusC SusD GH128 GH16_3 GH43_24 GH43_17 GH154 Pept_SE		
Flavobacterium sp. CF136	#10527	Predicted PUL 24	GH130_4 GntR GH2 GH88 GH154|GH16_10 HTCS PL42 unk unk GH43_24 GH2 CE20 GH35 GH10|CBM4 unk SusD SusC		
Flavobacterium sp. JGI 0001001-D1	#20119	Predicted PUL 5	SusC SusD GH128|CBM62 GH43_24 GH78 GH154		
Flavobacterium sp. KACC 22761	#77465	Predicted PUL 27	GH2|CBM unk unk Pept_SE unk GH154 GH43_17 GH43_24 GH16_3 SusD SusC GH105 GH154 HTCS GH2		
Flavobacterium sp. KBS0721	#40700	Predicted PUL 36	GH154 GH2 GH43_17 GH43_24 GH16_3 GH128 SusD SusC GH105 GH154 HTCS GH2 PL42		
Flavobacterium sp. MDT1-60	#46751	Predicted PUL 16	GH39 PL42 GH2 unk HTCS GH154 GH105 SusC SusD GH128 GH16_3 GH43_24 unk GH78 GH154 SusC SusD GH33 Pept_MH unk SusC SusD unk GH53 GH53 unk		
Flavobacterium sp. SLB02 SGTM	#40966	Predicted PUL 29	GH43_26 GH154 GH2 GH43_24 GH16_3 GH128|CBM62 SusD SusC GH105 GH154 HTCS GH2 PL42		
Galbibacter marinus	#17086	Predicted PUL 29	unk GH43_19|GH43_34 GH43|GH51_2 GH88 PL42 GH154|GH16_10 SusD SusC		
Galbibacter orientalis DSM 19592	#10554	Predicted PUL 7	SusC SusD GH154|GH16_10 PL42 GH88 GH2 GH27 GH43_19|GH43_34		
Geofilum rubicundum JCM 15548	#32813	Predicted PUL 19	GH43_19|GH43_34 unk unk unk GH128 GH43_19 unk SusC SusD unk unk SusC SusD unk unk PL42 GH43_24 GH43_24 GH154 GH154 GH154 GH16_3		
Hymenobacter aerilatus 5413J-13	#60448	Predicted PUL 33	GH154 GH105 HTCS SusC SusD GH43_24 GH35 GH154 GH31_4 GH95 GH43_19|GH43_34 unk GH43_17 GH105 GH97 GH2 unk PL42 GH16_3		
Hymenobacter jejuensis 17J68-5	#39069	Predicted PUL 3	SusC SusD GH16_3 PL42 GH2 Pept_SC GH127 GH43_34 GH35 GH43_24 HTCS GH105 GH154		
Hymenobacter norwichensis DSM 15439	#13588	Predicted PUL 18	HTCS GH35 SusC SusD CBM13 GH30_4 unk unk HTCS SusC SusD SusC SusD SusC SusD GH43_24 GH35 GH154		
Hymenobacter psoromatis PAMC 26554	#21387	Predicted PUL 8	SusC SusD GH50 GH105 GH154 CE15 unk unk CE6 CE20 GH2|CBM unk CBM96|GH136 GH136|CBM96|CE6		
Hymenobacter qilianensis JCM 19763	#46582	Predicted PUL 20	GH43_24 GH35 GH154 GH154 GH43_19|GH43_34 GH43_17 GH105 unk PL42 GH16_3 SusD SusC		
Hymenobacter roseosalivarius DSM 11622	#16752	Predicted PUL 3	GH136 SusC SusD GH50 GH105 GH154 unk unk unk unk unk CE6 CE20 MFS		
Hymenobacter sedentarius DG5B	#21318	Predicted PUL 10	GH154 GH105 HTCS GH35 GH43_24 SusC SusD GH154 GH43_19|GH43_34 GH2 PL42 GH16		
Hymenobacter sp. BRD128	#45549	Predicted PUL 8	GH154 GH105 HTCS GH35 GH43_24 SusC SusD GH154 GH51_1 PL42 GH16_3		
Hymenobacter sp. GOD-10R	#78508	Predicted PUL 59	GH92 unk unk GH43_18 GH154 GH105 HTCS SusC SusD SusC SusD GH43_24 GH35 GH154 GH43_19|GH43_34 GH31_4 GH43_17 GH105		
Hymenobacter sp. HDW8	#44008	Predicted PUL 2	CE3 GH154 unk unk GH43_24 GH35 GH43_34 GH105 PL42 unk unk SusD SusC		
Hymenobacter sp. NBH84	#46521	Predicted PUL 32	GH2 GH105 GH43_17 GH43_19|GH43_34 GH95 GH31_4 GH154 GH35 GH43_24 SusD SusC HTCS GH105 GH154		
Hymenobacter tibetensis KACC 21982	#60112	Predicted PUL 34	GH28 unk GH154 SusC SusD unk GH2 GH43_34 GH105 GH43_17		
Indibacter alkaliphilus LW1	#17373	Predicted PUL 24	HTCS GH154 unk unk unk unk GH13 unk SusD SusC GH147 GH53 HTCS		
Lacibacter cauensis CGMCC 1.7271	#18132	Predicted PUL 22	GH154 ROK SusC SusD GH29 GH163 GH2 GH29 GH92 unk GH2 GH29 unk GH51_1 GH51_2 GH43_5		
Lacibacter sediminis S13-6-22	#46105	Predicted PUL 13	GntR SusC SusD unk unk MFS GH33 EPI GH95 GH20 HTCS unk SusD SusC SusD PL42 GH105 GH2 GH16_3 GH43_19|GH43_34 GH146 GH154		
Lacibacter sediminis S13-6-22	#46109	Predicted PUL 17	HTCS SusC SusD PL33_1 GH88 GH154 GH53 Sulf_1 unk GH2 GH105 SusC SusD unk SusC SusD unk unk SusC unk GH105 CE12 GH43_22 GH2 GH106 unk GH39 unk GH43_37|CBM61 GH2 GH43_29 PL22_2 GH106 GH29 GH159 unk CBM|GH78		
Leadbetterella byssophila DSM 17132	#8496	Predicted PUL 27	PL42 SusC unk ECF-σ unk unk unk GH43_24 GH154 GH105 SusD SusC HTCS		
Leeuwenhoekiella blandensis MED217	#17419	Predicted PUL 16	SusD SusC GH43_19|GH43_34 HTCS GH43_24 SusC SusD unk unk unk PL42 GH2 GH97 GH16_3 GH105 GH154 GH2 unk		
Leeuwenhoekiella palythoae DSM 19859	#42103	Predicted PUL 19	GH2 GH154 GH105 GH154 GH16_3 GH97 GH2 PL42 HTCS GH43_19|GH43_34 SusC SusD		
Leeuwenhoekiella palythoae F5	#57453	Predicted PUL 2	GH2 GH154 GH105 GH154 GH16_3 GH97 GH2 PL42 HTCS GH43_19|GH43_34 SusC SusD		
Leeuwenhoekiella sp. MAR_2009_132	#18370	Predicted PUL 9	SusD SusC GH43_19|GH43_34 HTCS GH43_24 SusC SusD unk unk unk PL42 GH2 GH97 unk GH16_3 GH154 GH105 GH154 unk unk		
Lutibacter agarilyticus DSM 29150	#43035	Predicted PUL 16	GH43|CBM6 unk SusC SusD Sulf_1 GH3 GH|CBM6|CBM6 CBM67|GH78|CBM6 unk GH43|CBM6 unk GH106 GH78 PL8 GH2 GH2 GH28 GH28 unk unk GH105 PL38 unk GH154 GH2		
Mangrovibacterium marinum DSM 28823	#30846	Predicted PUL 29	GH154 GH105 unk SusD SusC SusD SusC GH16_3 HTCS GH43_24		
Mangrovimonas sp. YM274	#75823	Predicted PUL 7	GH97 unk EPI unk unk unk GH51_2 GH43_26 MFS GH146 GH43_5 GH43_29 GH43_4 GH51_1 SusD SusC unk GH88 PL42 GH154 GH136		
Maribellus comscasis WC007	#41322	Predicted PUL 25	SusC SusD GH154 unk		
Mariniflexile sp. TRM1-10	#34303	Predicted PUL 24	HTCS unk SusC SusD GH154|GH16_10 GH88 GH2		
Mediterranea sp. An20	#36395	Predicted PUL 9	GH154 GH88 unk SusC SusD SusC SusD unk PL33_2|GH105 HTCS GH92 GH92		
Mucilaginibacter celer HYN0043	#33958	Predicted PUL 44	ECF-σ unk Est GH95 unk GH29 unk unk unk SusD SusC Anti-σ ECF-σ GH43_24 GH154 GH43_34		
Mucilaginibacter daejeonensis KACC 14964	#57630	Predicted PUL 9	GntR unk SusC SusD PL GH76 GH92 GH76 MFS HTCS SusC SusD PL42 GH88 GH154 GH43_24 GH2 GH35		
Mucilaginibacter ginsenosidivorax KHI28	#39849	Predicted PUL 29	GH97 GH88 GH154 PL42 SusD SusC Anti-σ unk ECF-σ		
Mucilaginibacter gossypii cycad4	#77664	Predicted PUL 14	HTCS SusC SusD PL42 GH154 GH43_24 GH2 GH35 unk		
Mucilaginibacter gossypii P3	#49941	Predicted PUL 33	GH35 GH2 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD		
Mucilaginibacter gossypii P4	#40393	Predicted PUL 10	SusD SusC unk HTCS SusC SusD PL42 GH154 GH43_24 GH2 GH35		
Mucilaginibacter mali G2-14	#45821	Predicted PUL 10	ECF-σ CE20 GH39 GH154 GH88 GH2 CE6 SusD SusC CBM|CBM|CBM96 HTCS		
Mucilaginibacter paludis DSM 18603	#7206	Predicted PUL 30	GH35 GH2 SusD SusC HTCS unk GH2 GH35 GH2 GH43_24 GH154 GH43_34 GH88 PL42 GH16_3 SusD SusC HTCS GH30_4		
Mucilaginibacter polytrichastri DSM 26907	#26127	Predicted PUL 7	GH28 GH2 GH43_24 GH154 PL42 SusD SusC HTCS CE20		
Mucilaginibacter robiniae F39-2	#44875	Predicted PUL 20	GH92 HTCS SusC SusD PL42 GH88 GH154 GH43_24 GH2 GH35 GH16_3		
Mucilaginibacter rubeus P1	#40506	Predicted PUL 51	unk GH35 GH2 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD		
Mucilaginibacter rubeus P2	#50164	Predicted PUL 47	GH35 GH2 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD		
Mucilaginibacter rubeus P2-0.1	#50215	Predicted PUL 27	SusD SusC unk HTCS SusC SusD PL42 GH154 GH43_24 GH2 GH35		
Mucilaginibacter rubeus P2-0.5	#50086	Predicted PUL 40	GH35 GH2 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD		
Mucilaginibacter rubeus P2-22.5	#49841	Predicted PUL 26	SusD SusC unk HTCS SusC SusD PL42 GH154 GH43_24 GH2 GH35		
Mucilaginibacter rubeus P2-4	#50022	Predicted PUL 47	GH35 GH2 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD		
Mucilaginibacter sabulilitoris SNA2	#77757	Predicted PUL 24	SusC SusD GH35 GH136 unk GH88 GH154 GH43_24 unk unk GH CE20		
Mucilaginibacter sp. KACC 22063	#72761	Predicted PUL 22	GH51_2 SusC GH36 SusC SusD GH154 GH43_24 GH2 unk GH29 GH146 SusC SusD		
Mucilaginibacter sp. KACC 22773	#72794	Predicted PUL 4	Anti-σ SusC SusD PL42 GH154 GH88 GH97 ROK MFS GH43_10|CBM91 unk unk		
Mucilaginibacter sp. NFR10	#42649	Predicted PUL 50	unk GH35 GH2 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD		
Mucilaginibacter sp. PPCGB 2223	#37507	Predicted PUL 14	GH154 GH2 GH26 CE20 GH51_5 unk SusD SusC HTCS GH3 PL7_3 unk SusC SusD GntR		
Mucilaginibacter sp. SJ	#72569	Predicted PUL 62	SusD SusC unk HTCS SusC SusD PL42 GH154 GH43_24 GH2 GH35		
Mucilaginibacter sp. SMC90	#60043	Predicted PUL 57	GH35 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD		
Mucilaginibacter sp. YR332	#42162	Predicted PUL 42	unk GH35 GH43_24 GH154 PL42 SusD SusC HTCS unk SusC SusD		
Niabella aurantiaca DSM 17617	#8176	Predicted PUL 60	GH154 GH88 GH136 unk SusD SusC unk HTCS		
Niabella ginsenosidivorans BS26	#23623	Predicted PUL 30	HTCS SusC SusD GH136 PL33_1 GH88 GH154		
Niabella soli DSM 19437	#7324	Predicted PUL 6	GH2 unk unk HTCS SusC SusD PL33_1 GH88 GH154		
Niabella yanshanensis HAMBI_3031	#78303	Predicted PUL 37	GH43_17 unk GH146 HTCS GH43_19|GH43_34 GH2 GH16_3 SusC SusD GH105 GH43_24 GH154 SusC SusD unk unk unk GH2		
Niabella yanshanensis HAMBI_3031	#78337	Predicted PUL 71	HTCS SusC SusD SusC SusD GH88 GH29 GH154 unk		
Ohtaekwangia koreensis DSM 25262	#26693	Predicted PUL 24	GH43_24|CBM13|CBM35 SusC SusD GH105 GH154 HTCS GH|GH51_2 unk GH35 GH2		
Ohtaekwangia kribbensis DSM 25221	#32081	Predicted PUL 41	GH136 GH16 HTCS GH16_10 unk GH43_24 SusC SusD unk GH2 GH35 GH43_34 HTCS GH154 GH105 unk GH43_19 SusD SusC unk GH43_19|GH43_29 Pept_SC unk unk GH92 unk unk SusD SusC GH76 unk		
Olivibacter sp. SDN3	#47068	Predicted PUL 1	GH154 unk unk SusD SusC Anti-σ ECF-σ		
Parabacteroides chartae DSM 24967	#43058	Predicted PUL 11	HTCS SusC SusD GH32 GH32 unk MFS unk SusC GH154 unk CE7		
Parabacteroides goldsteinii BFG-241	#56554	Predicted PUL 67	unk Sulf_1 GH95 GH29 unk GH139 GH105 GH154 SusD SusC Anti-σ ECF-σ		
Parabacteroides goldsteinii BFG-241	#56556	Predicted PUL 69	SusD unk unk SusC GH88 GH154 HTCS		
Parabacteroides goldsteinii DSM 19448 = WAL 12034	#56960	Predicted PUL 35	unk Sulf_1 GH95 GH29 unk GH139 GH105 GH154 SusD SusC Anti-σ ECF-σ		
Parabacteroides gordonii DSM 23371	#14589	Predicted PUL 97	SusC SusD unk unk GH154 GH88		
Parabacteroides johnsonii An42	#35772	Predicted PUL 9	CBM93|GH33 CE20 HTCS SusC SusD unk GH154 unk		
Parabacteroides johnsonii DSM 18315	#2889	Predicted PUL 11	CBM93|GH33 CE20 HTCS unk unk SusC SusD unk GH154 unk		
Parabacteroides johnsonii DSM 18315 (new assembly)	#63263	Predicted PUL 35	CBM93|GH33 CE20 HTCS unk SusC SusD unk GH154 unk		
